subproject,library_id,index,donor_id,fastq_path_r1,fastq_path_r2,symbolic_link_r1,symbolic_link_r2,zUMI_barcode,plate,original_barcode,well,sample_id
CLL_52,AG0788,N720-S516-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S516-NX-xt_2.fastq.gz,CLL_05-76_S58_L001_R1_001.fastq.gz,CLL_05-76_S58_L001_R2_001.fastq.gz,BHCWQTLK,P2471,P2471_N720-S516,CLL_05_76_C04,05/76
CLL_52,AG0739,N712-S515-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S515-NX-xt_2.fastq.gz,CLL_14-2116_S188_L001_R1_001.fastq.gz,CLL_14-2116_S188_L001_R2_001.fastq.gz,BHDCAYEG,P2470,P2470_N712-S515,CLL_14_2116_B10,14/2116
CLL_52,AG0025,N728-S506-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S506-NX-xt_2.fastq.gz,CLL_14-2116_S171_L007_R1_001.fastq.gz,CLL_14-2116_S171_L007_R2_001.fastq.gz,BHMDNHVL,P2465,P2465_N728-S506,CLL_14_2116_D11,14/2116
CLL_52,AG0641,N726-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S511-NX-xt_2.fastq.gz,CLL_10-7434_S384_L001_R1_001.fastq.gz,CLL_10-7434_S384_L001_R2_001.fastq.gz,BHUBYMCT,P2469,P2469_N726-S511,CLL_10_7434_H09,10/7434
CLL_52,AF9787,N721-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S520-NX-xt_2.fastq.gz,CLL_05-76_S120_L006_R1_001.fastq.gz,CLL_05-76_S120_L006_R2_001.fastq.gz,BHUTWQJO,P2463,P2463_N721-S520,CLL_05_76_F05,05/76
CLL_52,AF9767,N719-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S515-NX-xt_2.fastq.gz,CLL_05-599_S45_L006_R1_001.fastq.gz,CLL_05-599_S45_L006_R2_001.fastq.gz,BJAKYAVM,P2463,P2463_N719-S515,CLL_05_599_B03,05/599
CLL_52,AG0098,N710-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S518-NX-xt_2.fastq.gz,CLL_10-7434_S110_L007_R1_001.fastq.gz,CLL_10-7434_S110_L007_R2_001.fastq.gz,BKUFLBWD,P2466,P2466_N710-S518,CLL_10_7434_E08,10/7434
CLL_52,AG0762,N716-S513-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S513-NX-xt_2.fastq.gz,CLL_05-599_S371_L001_R1_001.fastq.gz,CLL_05-599_S371_L001_R2_001.fastq.gz,BLDCALJN,P2471,P2471_N716-S513,CLL_05_599_A01,05/599
CLL_52,AF9484,N703-S510-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S510-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S510-NX-xt_2.fastq.gz,CLL_05-599_S132_L006_R1_001.fastq.gz,CLL_05-599_S132_L006_R2_001.fastq.gz,BLHJWJTR,P2460,P2460_N703-S510,CLL_05_599_G03,05/599
CLL_52,AG0134,N716-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S513-NX-xt_2.fastq.gz,CLL_05-599_S221_L007_R1_001.fastq.gz,CLL_05-599_S221_L007_R2_001.fastq.gz,BLTCCGUG,P2467,P2467_N716-S513,CLL_05_599_A01,05/599
CLL_52,AG0623,N723-S508-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S508-NX-xt_2.fastq.gz,CLL_10-7434_S338_L001_R1_001.fastq.gz,CLL_10-7434_S338_L001_R2_001.fastq.gz,BLYIVDDK,P2469,P2469_N723-S508,CLL_10_7434_F07,10/7434
CLL_52,AG0497,N703-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S511-NX-xt_2.fastq.gz,CLL_05-599_S29_L001_R1_001.fastq.gz,CLL_05-599_S29_L001_R2_001.fastq.gz,BMCISGDB,P2468,P2468_N703-S511,CLL_05_599_H03,05/599
CLL_52,AG0599,N720-S508-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S508-NX-xt_2.fastq.gz,CLL_05-76_S149_L001_R1_001.fastq.gz,CLL_05-76_S149_L001_R2_001.fastq.gz,BMCVXILN,P2469,P2469_N720-S508,CLL_05_76_F04,05/76
CLL_52,AF9897,N707-S506-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S506-NX-xt_2.fastq.gz,CLL_10-7434_S132_L007_R1_001.fastq.gz,CLL_10-7434_S132_L007_R2_001.fastq.gz,BNEFNFDG,P2464,P2464_N707-S506,CLL_10_7434_D07,10/7434
CLL_52,AF9477,N702-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S511-NX-xt_2.fastq.gz,CLL_05-599_S256_L006_R1_001.fastq.gz,CLL_05-599_S256_L006_R2_001.fastq.gz,BNESQMSR,P2460,P2460_N702-S511,CLL_05_599_H02,05/599
CLL_52,AF9689,N705-S517-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S517-NX-xt_2.fastq.gz,CLL_05-76_S19_L006_R1_001.fastq.gz,CLL_05-76_S19_L006_R2_001.fastq.gz,BNRTPEAN,P2462,P2462_N705-S517,CLL_05_76_D05,05/76
CLL_52,AG0746,N714-S513-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S513-NX-xt_2.fastq.gz,CLL_14-2116_S17_L001_R1_001.fastq.gz,CLL_14-2116_S17_L001_R2_001.fastq.gz,BOHFORRZ,P2470,P2470_N714-S513,CLL_14_2116_A11,14/2116
CLL_52,AG0654,N728-S507-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S507-NX-xt_2.fastq.gz,CLL_14-2116_S181_L001_R1_001.fastq.gz,CLL_14-2116_S181_L001_R2_001.fastq.gz,BOQESOIN,P2469,P2469_N728-S507,CLL_14_2116_E11,14/2116
CLL_52,AG0714,N707-S513-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S513-NX-xt_2.fastq.gz,CLL_10-7434_S365_L001_R1_001.fastq.gz,CLL_10-7434_S365_L001_R2_001.fastq.gz,BOUORJPA,P2470,P2470_N707-S513,CLL_10_7434_A07,10/7434
CLL_52,AG0188,N723-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S521-NX-xt_2.fastq.gz,CLL_10-7434_S260_L007_R1_001.fastq.gz,CLL_10-7434_S260_L007_R2_001.fastq.gz,BOVYFHRV,P2467,P2467_N723-S521,CLL_10_7434_G07,10/7434
CLL_52,AG0839,N727-S520-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S520-NX-xt_2.fastq.gz,CLL_14-2116_S380_L001_R1_001.fastq.gz,CLL_14-2116_S380_L001_R2_001.fastq.gz,BPTTIISY,P2471,P2471_N727-S520,CLL_14_2116_F10,14/2116
CLL_52,AF9583,N720-S503-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S503-NX-xt_2.fastq.gz,CLL_05-76_S177_L006_R1_001.fastq.gz,CLL_05-76_S177_L006_R2_001.fastq.gz,BRCOCUGZ,P2461,P2461_N720-S503,CLL_05_76_B04,05/76
CLL_52,AG0170,N721-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S518-NX-xt_2.fastq.gz,CLL_05-76_S173_L007_R1_001.fastq.gz,CLL_05-76_S173_L007_R2_001.fastq.gz,BRDMXYCE,P2467,P2467_N721-S518,CLL_05_76_E05,05/76
CLL_52,AF9965,N719-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S511-NX-xt_2.fastq.gz,CLL_05-599_S67_L007_R1_001.fastq.gz,CLL_05-599_S67_L007_R2_001.fastq.gz,BROZGYEU,P2465,P2465_N719-S511,CLL_05_599_H03,05/599
CLL_52,AF9515,N707-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S508-NX-xt_2.fastq.gz,CLL_10-7434_S37_L006_R1_001.fastq.gz,CLL_10-7434_S37_L006_R2_001.fastq.gz,BSACPHVD,P2460,P2460_N707-S508,CLL_10_7434_F07,10/7434
CLL_52,AF9815,N726-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S515-NX-xt_2.fastq.gz,CLL_10-7434_S154_L006_R1_001.fastq.gz,CLL_10-7434_S154_L006_R2_001.fastq.gz,BSXHHXQY,P2463,P2463_N726-S515,CLL_10_7434_B09,10/7434
CLL_52,AF9737,N714-S517-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S517-NX-xt_2.fastq.gz,CLL_14-2116_S79_L006_R1_001.fastq.gz,CLL_14-2116_S79_L006_R2_001.fastq.gz,BTRKFRKU,P2462,P2462_N714-S517,CLL_14_2116_D11,14/2116
CLL_52,AG0743,N712-S520-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S520-NX-xt_2.fastq.gz,CLL_14-2116_S192_L001_R1_001.fastq.gz,CLL_14-2116_S192_L001_R2_001.fastq.gz,BUAJRCBR,P2470,P2470_N712-S520,CLL_14_2116_F10,14/2116
CLL_52,AF9512,N707-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S505-NX-xt_2.fastq.gz,CLL_10-7434_S322_L006_R1_001.fastq.gz,CLL_10-7434_S322_L006_R2_001.fastq.gz,BUOBIUIF,P2460,P2460_N707-S505,CLL_10_7434_C07,10/7434
CLL_52,AF9576,N719-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S505-NX-xt_2.fastq.gz,CLL_05-599_S321_L006_R1_001.fastq.gz,CLL_05-599_S321_L006_R2_001.fastq.gz,BUSUNUIY,P2461,P2461_N719-S505,CLL_05_599_C03,05/599
CLL_52,AG0013,N726-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S511-NX-xt_2.fastq.gz,CLL_10-7434_S151_L007_R1_001.fastq.gz,CLL_10-7434_S151_L007_R2_001.fastq.gz,BVTCGRNJ,P2465,P2465_N726-S511,CLL_10_7434_H09,10/7434
CLL_52,AF9486,N704-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S502-NX-xt_2.fastq.gz,CLL_05-76_S28_L006_R1_001.fastq.gz,CLL_05-76_S28_L006_R2_001.fastq.gz,BWKTBEPE,P2460,P2460_N704-S502,CLL_05_76_A04,05/76
CLL_52,AG0207,N727-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S515-NX-xt_2.fastq.gz,CLL_14-2116_S72_L007_R1_001.fastq.gz,CLL_14-2116_S72_L007_R2_001.fastq.gz,BWYWCAHP,P2467,P2467_N727-S515,CLL_14_2116_B10,14/2116
CLL_52,AG0585,N718-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S511-NX-xt_2.fastq.gz,CLL_05-599_S364_L001_R1_001.fastq.gz,CLL_05-599_S364_L001_R2_001.fastq.gz,BXKFISTR,P2469,P2469_N718-S511,CLL_05_599_H02,05/599
CLL_52,AG0037,N729-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S511-NX-xt_2.fastq.gz,empty_S366_L007_R1_001.fastq.gz,empty_S366_L007_R2_001.fastq.gz,BYMZTICP,P2465,P2465_N729-S511,empty_H12,empty
CLL_52,AG0833,N726-S522-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S522-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S522-NX-xt_2.fastq.gz,CLL_10-7434_S102_L001_R1_001.fastq.gz,CLL_10-7434_S102_L001_R2_001.fastq.gz,BYVPOSHZ,P2471,P2471_N726-S522,CLL_10_7434_H09,10/7434
CLL_52,AF9650,N729-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S507-NX-xt_2.fastq.gz,CLL_14-2116_S368_L006_R1_001.fastq.gz,CLL_14-2116_S368_L006_R2_001.fastq.gz,BYZWGQKR,P2461,P2461_N729-S507,CLL_14_2116_E12,14/2116
CLL_52,AF9674,N703-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S518-NX-xt_2.fastq.gz,CLL_05-599_S195_L006_R1_001.fastq.gz,CLL_05-599_S195_L006_R2_001.fastq.gz,BZKFMEYW,P2462,P2462_N703-S518,CLL_05_599_E03,05/599
CLL_52,AG0223,N729-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S515-NX-xt_2.fastq.gz,CLL_14-2116_S29_L007_R1_001.fastq.gz,CLL_14-2116_S29_L007_R2_001.fastq.gz,BZTCIYOY,P2467,P2467_N729-S515,CLL_14_2116_B12,14/2116
CLL_52,AG0738,N712-S513-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S513-NX-xt_2.fastq.gz,CLL_14-2116_S216_L001_R1_001.fastq.gz,CLL_14-2116_S216_L001_R2_001.fastq.gz,BZWSUDNP,P2470,P2470_N712-S513,CLL_14_2116_A10,14/2116
CLL_52,AG0580,N718-S505-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S505-NX-xt_2.fastq.gz,CLL_05-599_S24_L001_R1_001.fastq.gz,CLL_05-599_S24_L001_R2_001.fastq.gz,CABLPJGX,P2469,P2469_N718-S505,CLL_05_599_C02,05/599
CLL_52,AF9812,N724-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N724-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N724-S521-NX-xt_2.fastq.gz,CLL_10-7434_S160_L006_R1_001.fastq.gz,CLL_10-7434_S160_L006_R2_001.fastq.gz,CADNHQFV,P2463,P2463_N724-S521,CLL_10_7434_G08,10/7434
CLL_52,AG0155,N719-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S520-NX-xt_2.fastq.gz,CLL_05-599_S156_L007_R1_001.fastq.gz,CLL_05-599_S156_L007_R2_001.fastq.gz,CAPCLPML,P2467,P2467_N719-S520,CLL_05_599_F03,05/599
CLL_52,AF9612,N723-S510-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N723-S510-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N723-S510-NX-xt_2.fastq.gz,CLL_10-7434_S76_L006_R1_001.fastq.gz,CLL_10-7434_S76_L006_R2_001.fastq.gz,CBNOXOHF,P2461,P2461_N723-S510,CLL_10_7434_G07,10/7434
CLL_52,AG0800,N721-S521-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S521-NX-xt_2.fastq.gz,CLL_05-76_S183_L001_R1_001.fastq.gz,CLL_05-76_S183_L001_R2_001.fastq.gz,CBYVQUAF,P2471,P2471_N721-S521,CLL_05_76_G05,05/76
CLL_52,AG0475,N701-S503-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S503-NX-xt_2.fastq.gz,CLL_05-599_S185_L001_R1_001.fastq.gz,CLL_05-599_S185_L001_R2_001.fastq.gz,CCDXVZRC,P2468,P2468_N701-S503,CLL_05_599_B01,05/599
CLL_52,AF9600,N722-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S505-NX-xt_2.fastq.gz,CLL_05-76_S226_L006_R1_001.fastq.gz,CLL_05-76_S226_L006_R2_001.fastq.gz,CCIFTWTL,P2461,P2461_N722-S505,CLL_05_76_C06,05/76
CLL_52,AF9962,N719-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S507-NX-xt_2.fastq.gz,CLL_05-599_S248_L007_R1_001.fastq.gz,CLL_05-599_S248_L007_R2_001.fastq.gz,CCXRVRRL,P2465,P2465_N719-S507,CLL_05_599_E03,05/599
CLL_52,AF9768,N719-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S516-NX-xt_2.fastq.gz,CLL_05-599_S137_L006_R1_001.fastq.gz,CLL_05-599_S137_L006_R2_001.fastq.gz,CDNGITWM,P2463,P2463_N719-S516,CLL_05_599_C03,05/599
CLL_52,AG0004,N724-S510-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S510-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S510-NX-xt_2.fastq.gz,CLL_10-7434_S111_L007_R1_001.fastq.gz,CLL_10-7434_S111_L007_R2_001.fastq.gz,CFLSHNNJ,P2465,P2465_N724-S510,CLL_10_7434_G08,10/7434
CLL_52,AF9667,N702-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S520-NX-xt_2.fastq.gz,CLL_05-599_S157_L006_R1_001.fastq.gz,CLL_05-599_S157_L006_R2_001.fastq.gz,CIFJHNTC,P2462,P2462_N702-S520,CLL_05_599_F02,05/599
CLL_52,AF9467,N701-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S508-NX-xt_2.fastq.gz,CLL_05-599_S282_L006_R1_001.fastq.gz,CLL_05-599_S282_L006_R2_001.fastq.gz,CIIIHSLS,P2460,P2460_N701-S508,CLL_05_599_F01,05/599
CLL_52,AG0017,N727-S506-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S506-NX-xt_2.fastq.gz,CLL_14-2116_S113_L007_R1_001.fastq.gz,CLL_14-2116_S113_L007_R2_001.fastq.gz,CIQSSUUN,P2465,P2465_N727-S506,CLL_14_2116_D10,14/2116
CLL_52,AF9902,N710-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S502-NX-xt_2.fastq.gz,CLL_10-7434_S42_L007_R1_001.fastq.gz,CLL_10-7434_S42_L007_R2_001.fastq.gz,CJEKWJLJ,P2464,P2464_N710-S502,CLL_10_7434_A08,10/7434
CLL_52,AF9541,N712-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S511-NX-xt_2.fastq.gz,CLL_14-2116_S202_L006_R1_001.fastq.gz,CLL_14-2116_S202_L006_R2_001.fastq.gz,CJFDLRVT,P2460,P2460_N712-S511,CLL_14_2116_H10,14/2116
CLL_52,AF9910,N711-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N711-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N711-S502-NX-xt_2.fastq.gz,CLL_10-7434_S70_L007_R1_001.fastq.gz,CLL_10-7434_S70_L007_R2_001.fastq.gz,CJGLQBPJ,P2464,P2464_N711-S502,CLL_10_7434_A09,10/7434
CLL_52,AG0076,N705-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S521-NX-xt_2.fastq.gz,CLL_05-76_S186_L007_R1_001.fastq.gz,CLL_05-76_S186_L007_R2_001.fastq.gz,CKKYVIML,P2466,P2466_N705-S521,CLL_05_76_G05,05/76
